id,date,direction,duration,source,category,summary
CAL019a9da74e6e74aa8264a3f8794b0777,2025-11-19,inbound,24,Oakland ADU Builder & Room Addition,INCOMPLETE,Short greeting only - caller hung up
CAL019a9e29a1547dd5b5b7e51896615074,2025-11-19,inbound,76,Orinda GMB,SPAM,Aspire Institute workshop sales call
CAL019a9e807f27707d8d2f8cbd188e4fa0,2025-11-19,inbound,33,Rhino Concrete Danville,SPAM,American Global Security sales call
CAL019aa20a996c7794bc6995b4d21bcdbc,2025-11-20,inbound,31,Rhino Concrete Oakland,SPAM,Press 9 to opt out robocall
CAL019aa242a1da7028b9770ae40d6a5aa7,2025-11-20,inbound,9,Orinda GMB,SPAM,Pro directory spec robocall
CAL019aa2582f0b77e19d24f2ae567577b2,2025-11-20,inbound,59,Rhino Bathroom & Home Remodeler Orinda,INCOMPLETE,Numbers only - garbled voicemail
CAL019aa27a02927b0d971abd5ddc97226c,2025-11-20,inbound,63,Lafayette GMB,OPERATIONS,Realm Renovation lead delay notification
CAL019aa2a6452a76889df03edb4ea24f53,2025-11-20,inbound,17,Oakland ADU Builder & Room Addition,INCOMPLETE,Short greeting only - caller hung up
CAL019aa2a6b183747883c3d08422ef3cc0,2025-11-20,inbound,17,Orinda GMB,SPAM,Pascal Burke Insurance sales call
CAL019aa31f42237c56963ebbc9d329a337,2025-11-20,inbound,21,Home Remodelers Orinda,INCOMPLETE,Short greeting only - no meaningful content
CAL019aa36ab13374f68631c1c09a353dc7,2025-11-20,inbound,223,ROLLE- Lead Center,OPERATIONS,Westside Building materials payment - stucco supplies
CAL019aa370dc5c760cbc6acfadbba3cf36,2025-11-20,inbound,14,Rhino Bathroom & Home Remodeler Orinda,SPAM,Google listing scam - partial message
CAL019aa38d4b7974f396e9af825ea5d6c2,2025-11-20,inbound,214,Orinda GMB,CUSTOMER,Bathroom remodel inquiry - Oakland Fruitvale - insurance estimate - appointment set
CAL019aa7449aa977b59e5b4a3ad51155d2,2025-11-21,inbound,59,Orinda GMB,SPAM,Press 9 to opt out robocall
CAL019aa7d1ec3b782a80a5f8151afd6a42,2025-11-21,inbound,390,Orinda GMB,CUSTOMER,Attic renovation for storage - Orinda - appointment set Monday 24th
CAL019aa7d3d10f75ddb39bed2452c2a8ea,2025-11-21,inbound,62,Rhino Concrete Danville,CUSTOMER,Patio leveling project inquiry - Danville
CAL019aa858d0837aafa822e9b12a188e9a,2025-11-21,inbound,105,Rhino Builder Website Number,SPAM,Generational Group business owner event invitation
CAL019aa874d8f67c33a27666c6f0a1e87c,2025-11-21,inbound,23,Orinda GMB,INCOMPLETE,Short greeting - call cut off
CAL019aa906c4be7f1c9c8c2c1574515eda,2025-11-21,inbound,85,Rhino Siding & Window Replacement,CUSTOMER,Window replacement inquiry - 6 windows - San Francisco
CAL019aac7f9d617bb1a2aaa96645d20b7e,2025-11-22,inbound,32,Orinda GMB,CUSTOMER,Big job bid request - Walnut Creek
CAL019ab6b5e2227b4e8acc676708bddc20,2025-11-24,inbound,240,ROLLE- Lead Center,OPERATIONS,BPX Printing permit drawings - color printing discussion
CAL019ab6d13e767b02a2fd3288fc9a8885,2025-11-24,inbound,127,ROLLE- Lead Center,OPERATIONS,Subcontractor pricing call - 439 Frederick Street windows
CAL019ab6d35c6f7bca95fa5295ff1133dc,2025-11-24,inbound,9,ROLLE- Lead Center,INCOMPLETE,Very short follow-up - incomplete
CAL019ab6e6eff07640a2f7873ac49f7245,2025-11-24,inbound,219,ROLLE- Lead Center,OPERATIONS,BPX Printing payment - permit drawings delivery
CAL019ab6ef35bd75a287655c0bbd6800d6,2025-11-24,inbound,97,ROLLE- Lead Center,OPERATIONS,BPX Printing follow-up - blank pages notification
CAL019ab74b11537b79acff63e51e77a342,2025-11-24,inbound,29,Pleasant Hill GMB,INCOMPLETE,Short repeated hellos - no meaningful content
CAL019ab7ae297f7da1a32565ae9bebeb70,2025-11-24,inbound,30,Lafayette GMB,SPAM,Aspire Institute workshop voicemail
CAL019ab7d2a2ce7562a7d0791d1146e528,2025-11-24,inbound,47,Lafayette GMB,OPERATIONS,Rob calling for Shay - internal/personal call
CAL019ab8090be6727c82695e93885cc6a5,2025-11-24,inbound,34,Rhino Drainage System Bay Area,INCOMPLETE,Short greeting only - no meaningful content
CAL019ab8656b3f7a4eb8d9ba94f4adb2d9,2025-11-24,inbound,278,Orinda GMB,NOT_FIT,Eaton fire repair bid - Altadena CA - outside service area
CAL019ab86a9bdf7dac907e03edf51a8231,2025-11-24,inbound,109,Orinda GMB,NOT_FIT,Same Altadena fire damage follow-up - outside service area
CAL019abc139cb373b098130998a0e9f889,2025-11-25,inbound,13,Orinda GMB,INCOMPLETE,Short greeting - Swift Wrench call cut off
CAL019abc36d5c772cda27b2e3176ae462a,2025-11-25,inbound,20,Oakland ADU Builder & Room Addition,INCOMPLETE,Short greeting only - caller hung up
CAL019abc47cedc7206984274db2af025f8,2025-11-25,inbound,19,Lafayette GMB,INCOMPLETE,Short greeting only - caller hung up
CAL019abc4826a671c09efe01666a97e4c0,2025-11-25,inbound,24,Lafayette GMB,INCOMPLETE,Short greeting only - caller hung up
CAL019abc81fee87502a2cc0c620fea71d1,2025-11-25,inbound,20,Rhino Concrete Lafayette,INCOMPLETE,Short greeting only - caller hung up
CAL019abc884e2674b79348e4cf47c7bd08,2025-11-25,inbound,10,Rhino Concrete Oakland,INCOMPLETE,Very short greeting only
CAL019abc9c0c4d71eeb0ea3d59c1d77d13,2025-11-25,inbound,16,Rhino Drainage System Bay Area,INCOMPLETE,Short greeting only - caller hung up
CAL019abccc336c72a588cdbcb684644955,2025-11-25,inbound,131,Lafayette GMB,OPERATIONS,Roam lead service callback - addition project scheduling
CAL019abcf85b3a78ffa37a48c52b38587b,2025-11-25,inbound,115,Pleasanton Window Replacement & Siding,NOT_FIT,Anderson screen door inquiry - job too small
CAL019abd047bbf7d5989e0b74c4fa89475,2025-11-25,inbound,154,ROLLE- Lead Center,OPERATIONS,Prosource flooring payment - Duchateau order
CAL019abd17587070e9aa4e92a27bf8eee3,2025-11-25,inbound,18,Orinda GMB,INCOMPLETE,Short greeting only - no meaningful content
CAL019abd284d41792c887eb72e30cd682c,2025-11-25,inbound,27,Rhino Concrete Oakland,SPAM,Merchant Service Center sales call
CAL019ac123b0cb72169d8f42235464555e,2025-11-26,inbound,58,ROLLE- Lead Center,OPERATIONS,Sebastian scheduling call - site visit time change
CAL019ac193fbe9731e9cc78546d0137257,2025-11-26,inbound,12,Lafayette GMB,SPAM,Google listing scam - partial message
CAL019ac1bc99a77fa98ed7bbdbeac65a83,2025-11-26,inbound,52,Pleasanton Window Replacement & Siding,SPAM,Housecall Pro sales call
CAL019ac1d2bf707c85ab0cd9699d800fea,2025-11-26,inbound,17,Orinda GMB,INCOMPLETE,Short greeting only - no meaningful content
CAL019acb7c3a5f78f0aafa5aa930fcdb0b,2025-11-28,inbound,23,Rhino Concrete Lafayette,INCOMPLETE,Short greeting only - no meaningful content
CAL019acbf6c635759993a8f7e7364beb64,2025-11-28,inbound,18,Orinda GMB,INCOMPLETE,Short greeting only - caller hung up
CAL019adaa78726748d90e1f2c1fce77536,2025-12-01,inbound,30,Rhino Concrete Oakland,SPAM,Press 9 to opt out robocall
CAL019adaecb8767334a57708541c5df270,2025-12-01,inbound,20,Oakland ADU Builder & Room Addition,SPAM,Spark IQ business lead generation pitch
CAL019adb6a6dfc72419ae8b8f0ccea117f,2025-12-01,inbound,264,Orinda GMB,OPERATIONS,Fire district permit extension request - 226 Overhill Orinda
CAL019adbe36bc276a8b1d2ab2351c6fb50,2025-12-01,inbound,11,Buildzoom,SPAM,Business flagged for review robocall
CAL019adbe4357c704dbdf4801a119d354a,2025-12-01,inbound,103,Orinda GMB,NOT_FIT,Oakland balcony inspection - caller wants local Oakland contractor
CAL019adbfc7cb67ee0b6323f55355344d7,2025-12-01,inbound,119,Lafayette GMB,OPERATIONS,Caller wants to speak directly with Shay - transferred
CAL019adbffdfd07ec4b79dc6285dc54dd5,2025-12-01,inbound,15,Pleasant Hill GMB,INCOMPLETE,Single hello only
CAL019adc30bbd5722fbb34822937b9edde,2025-12-01,inbound,92,ROLLE- Lead Center,OPERATIONS,Westside materials payment - 21 Issuebot job
CAL019adc6ded027157add3afa441ee5176,2025-12-01,inbound,83,Oakland ADU Builder & Room Addition,SPAM,Alpha Eagle Security sales voicemail
CAL019adfeec7ed702e8895473eb9f93d3c,2025-12-02,inbound,41,Pleasant Hill GMB,OPERATIONS,Electrician job seeker - Luis
CAL019ae01da507723599f15a7dde19900c,2025-12-02,inbound,16,Orinda GMB,INCOMPLETE,Short greeting only - caller hung up
CAL019ae01dd08f71088f6c93be7e9dbd28,2025-12-02,inbound,18,Lafayette GMB,INCOMPLETE,Short greeting only - caller hung up
CAL019ae0627cd97f3aa644e8298b7ccd6b,2025-12-02,inbound,46,Lafayette GMB,NOT_FIT,San Rafael concrete inquiry - outside service area
CAL019ae0735271750bb4fc48041e58c722,2025-12-02,inbound,26,Rhino Concrete Oakland,INCOMPLETE,Short repeated hellos - no meaningful content
CAL019ae08c8d667886adef6e43096961eb,2025-12-02,inbound,13,Orinda GMB,SPAM,Google listing scam - partial message
CAL019ae0c4e94f7fd8aa046b75a51a88c0,2025-12-02,inbound,36,Orinda GMB,SPAM,Business proposal sales call
CAL019ae0cb532e7dac910edf926a5059fa,2025-12-02,inbound,21,Rhino Drainage System Bay Area,INCOMPLETE,Short greeting only - caller hung up
CAL019ae0f5c2ac7ec499704eb23cef21ff,2025-12-02,inbound,30,Pleasant Hill GMB,INCOMPLETE,Short greeting only - caller hung up
CAL019ae145b4ea7f65a8a6f5cb5520d12f,2025-12-02,inbound,56,Orinda GMB,SPAM,Evolve Surfaces stone products sales call
CAL019ae531f2ae7d86a4b37aebf6fbbb61,2025-12-03,inbound,39,ROLLE- Lead Center,OPERATIONS,Victor email/text preference follow-up
CAL019ae537a97a760e985b8440f1559d6a,2025-12-03,inbound,38,ROLLE- Lead Center,OPERATIONS,Floor and Decor payment confirmation
CAL019ae540d5e17bdbb8c6ee5a76ba70b8,2025-12-03,inbound,61,ROLLE- Lead Center,OPERATIONS,Payment technical issue troubleshooting
CAL019ae5469835737b91cc325a0e9e3947,2025-12-03,inbound,65,ROLLE- Lead Center,OPERATIONS,Payment issue - trying different credit card
CAL019ae54b950f754db5219eb1d89dbc16,2025-12-03,inbound,54,ROLLE- Lead Center,OPERATIONS,Payment follow-up - checking with Vivian
CAL019ae55ec41d7ca98751050b8db8e901,2025-12-03,inbound,146,ROLLE- Lead Center,OPERATIONS,Site visit cancellation - 21 Francesca Way
CAL019ae5bf160b75649d38b05e235549bc,2025-12-03,inbound,315,Lafayette GMB,OPERATIONS,Ringcentral phone system onboarding call
CAL019ae5f61b6f7765a4063ccf67ab620a,2025-12-03,inbound,50,Rhino Concrete Oakland,SPAM,Lead generation software sales - Austin programmers
CAL019ae601312a7d39a1d45dafad4b5982,2025-12-03,inbound,70,Lafayette GMB,NOT_FIT,Residential sidewalk repair - county work declined
CAL019aea7082d67a0aaa94fe01a3508134,2025-12-04,inbound,105,Rhino Drainage System Bay Area,OPERATIONS,Vendor call from Heritage Landscape Supply sales rep seeking business partnership
CAL019aeaa9de7d7899aa4efba74305f107,2025-12-04,inbound,13,Orinda GMB,INCOMPLETE,Very short call with only greeting
CAL019aeb2a022071d9bc6f1170b8957822,2025-12-04,inbound,14,Rhino Drainage System Bay Area,SPAM,Google listing scam - still visible customers
CAL019aeb8abd8b719cbfc8f94821577d03,2025-12-04,inbound,33,Lafayette GMB,SPAM,Wrong number call from Aspire Institute looking for someone else
CAL019aec0359287808b472c90a8ca96a0b,2025-12-04,inbound,60,ROLLE- Lead Center,OPERATIONS,Subcontractor confirming job schedule and payment for Canyon View shoring
CAL019aef7459147f7bad54d3351817109e,2025-12-05,inbound,30,Orinda GMB,SPAM,Press 9 to opt out robocall
CAL019aefb0e43a737387e65fe191374b13,2025-12-05,inbound,20,Oakland ADU Builder & Room Addition,INCOMPLETE,Very short call with only greetings
CAL019aefe2461b71f9a515a700b1051336,2025-12-05,inbound,19,Rhino Concrete Danville,SPAM,Google listing scam - business owner only notification
CAL019af02e185f7984bb6f6c45e1edaf5a,2025-12-05,inbound,10,Rhino Drainage System Bay Area,INCOMPLETE,Very short call with only greetings
CAL019af03658467f07a374cb8ca83e6d10,2025-12-05,inbound,17,Lafayette GMB,INCOMPLETE,Very short call with only greetings
CAL019af08327d8718f8a38411106c1eaf4,2025-12-05,inbound,395,Lafayette GMB,CUSTOMER,Concrete sidewalk repair inquiry from James Atkins in Fairfield - scheduled site visit
CAL019af08cedf074ea828952fd4814b08d,2025-12-05,inbound,33,Lafayette GMB,OPERATIONS,Follow-up call from James confirming Fairfield address correction
CAL019afecab0b47ce7bfd9626650255b87,2025-12-08,inbound,41,Orinda GMB,SPAM,Lead gen company Growth and Operations pitching exclusive appointments
CAL019afecbac5771f8bf8b5cee9d7c80c0,2025-12-08,inbound,53,Rhino Concrete Danville,SPAM,Google listing scam - press 1 to speak to agent
CAL019afecd84c37ceb82963e297202dde9,2025-12-08,inbound,30,Rhino Concrete Oakland,SPAM,Press 9 to opt out robocall
CAL019aff0b75367b82bf6a2721ff9e3a3a,2025-12-08,inbound,63,Lafayette GMB,OPERATIONS,Julie Holland from Stonewood Kitchen Bath introducing cabinetry vendor services
CAL019aff5f51c574deb33a675d302fdbec,2025-12-08,inbound,42,Lafayette GMB,NOT_FIT,Daniel Perez asking about pellet stove service - wrong business type
CAL019affdcf0257c96bd669486e33b713c,2025-12-08,inbound,18,Lafayette GMB,INCOMPLETE,Very short call with only greeting
CAL019afff6f267713c995133521a59cbf8,2025-12-08,inbound,320,ROLLE- Lead Center,OPERATIONS,Material payment to Ashby Lumber Concord for order 19718
CAL019b000755ac78e19ad320c2db360d4b,2025-12-08,inbound,30,Rhino Bathroom & Kitchen Remodel Oakland,SPAM,Caller asking for business owner then hung up
CAL019b004b919b78bd8163eaed80aeb5dd,2025-12-08,inbound,249,ROLLE- Lead Center,OPERATIONS,Subcontractor call about parking and work schedule coordination
CAL019b0090fdf3724396daedd117a93263,2025-12-08,inbound,22,ROLLE- Lead Center,INCOMPLETE,Very short call with only greetings
CAL019b043628567ca1938e22089a56aabb,2025-12-09,inbound,9,Pleasant Hill GMB,SPAM,Google listing scam - press 1 if business owner
CAL019b045b4ea67f56adfb61eac925d19b,2025-12-09,inbound,28,Rhino Drainage System Bay Area,SPAM,HouseCall Pro sales call
CAL019b04a0ca52709fa4f857372413a399,2025-12-09,inbound,20,Orinda GMB,INCOMPLETE,Very short call with only greetings
CAL019b04c0615a78adbe9e744e78589dd2,2025-12-09,inbound,23,Rhino Concrete Danville,INCOMPLETE,Very short call with only greeting
CAL019b04f548a776cfad0b314d544cb75e,2025-12-09,inbound,107,ROLLE- Lead Center,OPERATIONS,Internal call about plumber schedule for Discovery Bay tub/jacuzzi installation
CAL019b050299a7730a9fadc5940e6afb8b,2025-12-09,inbound,12,Pleasant Hill GMB,SPAM,Small business services sales pitch
CAL019b052050107d3ab91dca392b4c6805,2025-12-09,inbound,120,Orinda GMB,OPERATIONS,Call about Orinda property - Rondell Patrick leaving contact info for More
CAL019b054689c077c8ade87b28b64a9e68,2025-12-09,inbound,210,ROLLE- Lead Center,OPERATIONS,Sebastian from Rome scheduling site visit for Shayla Love project
CAL019b05974fb8755ca28cbc5c3b465254,2025-12-09,inbound,178,ROLLE- Lead Center,OPERATIONS,Sebastian from Rome follow-up - confirming Friday 11:30 site visit
CAL019b0932732074dfa0751136028b705a,2025-12-10,inbound,40,Lafayette GMB,SPAM,Press 9 to opt out robocall
CAL019b0981973d7bf5bb68a3942792926d,2025-12-10,inbound,64,Lafayette GMB,CUSTOMER,Allen from Brentwood leaving callback number for work inquiry
CAL019b0a2ef3e77271bb7d9c852e874385,2025-12-10,inbound,12,Rhino Concrete Danville,SPAM,Google listing scam - missing information
CAL019b0a7769a478728aa65121133af951,2025-12-10,inbound,566,Pleasanton Window Replacement & Siding,CUSTOMER,Window and sliding door installation inquiry from Eva Ma in Dublin - scheduled site visit
CAL019b0e39489f79e4b7a9bedcc12b6692,2025-12-11,inbound,45,Rhino Concrete Oakland,SPAM,Press 9 to opt out robocall
CAL019b0e5afdd17f90bf0901b641f532c8,2025-12-11,inbound,85,Orinda GMB,SYSTEM,Houzz lead notification - left voicemail for Anthony Guarino callback
CAL019b0e6406c971648da42c5f12ecc4c9,2025-12-11,inbound,72,Rhino Siding & Window Replacement,NOT_FIT,Window insulation/condensation issue - Rhino only does replacement not repair
CAL019b0e726eec7a03bb8237ad42283b01,2025-12-11,inbound,92,ROLLE- Lead Center,OPERATIONS,Material payment to West Side Building Material for Bayardo order
CAL019b0e755168763ca81982acf9a4cf63,2025-12-11,inbound,27,ADU San Jose,SPAM,HouseCall Pro sales call
CAL019b0e86e3b27aa9a101c6b01611b366,2025-12-11,inbound,44,ROLLE- Lead Center,OPERATIONS,PGE callback from MacKenzie confirming 413 Carmen Orinda visit completed
CAL019b0e925b5d70018d8fdcff96dabacc,2025-12-11,inbound,15,Orinda GMB,SPAM,Property damage company solicitation cut short
CAL019b0ea05f7f7a05be825f6442f7580b,2025-12-11,inbound,45,ROLLE- Lead Center,INCOMPLETE,Very short call - only transcribed That
CAL019b0ee479527948b8c7cc8b16fe1594,2025-12-11,inbound,62,Rhino Builder Website Number,SPAM,Attire Institute business management workshop sales pitch
CAL019b0f0a03cc7f72b85f3efaa8308db8,2025-12-11,inbound,17,Rhino Retaining Walls & Pavers Oakland,INCOMPLETE,Very short call with only greetings
CAL019b0f1294ff73b29004847879b9b17e,2025-12-11,inbound,20,Orinda GMB,SPAM,Pinion newsletter sales pitch
CAL019b0f135a15745c8ab71e7aeecd9cb4,2025-12-11,inbound,18,Orinda GMB,INCOMPLETE,Very short call with only greeting
CAL019b0f13cb587b6ca39b7a43a46af492,2025-12-11,inbound,18,Lafayette GMB,INCOMPLETE,Very short call with only greeting
CAL019b0f2930a672a295b9143f0f8d8c4d,2025-12-11,inbound,20,Orinda GMB,INCOMPLETE,Very short call with only greetings
CAL019b0f2c92ea7142aa7131982d1856e6,2025-12-11,inbound,10,Rhino Concrete Danville,SPAM,Small business solicitation
CAL019b0f4330257bc3a435614514b9c243,2025-12-11,inbound,23,Rhino Concrete Lafayette,SPAM,Caller asking for business owner
CAL019b0f6f6018759cae01f4a69724a0f7,2025-12-11,inbound,22,Rhino Bathroom & Kitchen Remodel Oakland,SPAM,Caller asking for business owner
CAL019b0f9ae09670eea05a9d931cff5087,2025-12-11,inbound,19,Rhino Bathroom & Home Remodeler Orinda,INCOMPLETE,Very short call with only greeting
CAL019b100be0cd7c9492335ba324f09686,2025-12-11,inbound,32,ROLLE- Lead Center,OPERATIONS,Roman checking if Shy is available - told on vacation
CAL019b13a9083d7bf391f556ea00333585,2025-12-12,inbound,39,ROLLE- Lead Center,INCOMPLETE,Very short call - garbled transcript
CAL019b13cf7fba7249bce6125d0ae85a80,2025-12-12,inbound,42,Oakland ADU Builder & Room Addition,SPAM,Student research project about general contracting - declined
CAL019b1400e5a37cf383244a81d08afa81,2025-12-12,inbound,20,Orinda GMB,SPAM,Google Funding solicitation
CAL019b140201f7728a9fce6c4850fb57fe,2025-12-12,inbound,336,Orinda GMB,CUSTOMER,Deck and balcony repair inquiry from Allum Ross in Oakland - scheduled Monday 11:30
CAL019b1416cdd6740e806c9fd4cad6621b,2025-12-12,inbound,33,Rhino Retaining Walls & Pavers Oakland,SPAM,Partial voicemail - solicitation with phone number
CAL019b1417d8417dd2841573a2a99757ac,2025-12-12,inbound,66,ROLLE- Lead Center,OPERATIONS,Caller checking when Shy returns from Costa Rica vacation
CAL019b1419ab517cfe9176d74a6c5e1060,2025-12-12,inbound,18,Lafayette GMB,INCOMPLETE,Very short call with only greeting
CAL019b141b193074909417901d6f8ecd22,2025-12-12,inbound,16,Lafayette GMB,SPAM,Google listing scam - appearance searches warning
CAL019b14556f3e731ea8188f67e3bfe97b,2025-12-12,inbound,18,Rhino Concrete Livermore,INCOMPLETE,Very short call with only greetings
CAL019b1456fdbc74e0801d2d818836ac46,2025-12-12,inbound,71,ADU San Jose,OPERATIONS,Urbina's painting company seeking to get on vendor bid list
CAL019b192ed0a3700c888bd0d5758db9fa,2025-12-13,inbound,52,Orinda GMB,SPAM,Staffing agency recruiting services pitch
CAL019b231e6c6e78dfb8053255cc3a0dd0,2025-12-15,inbound,19,ROLLE- Lead Center,SYSTEM,Automated school attendance notification - wrong number
CAL019b2328110d7d60aef9a6e31b0eeede,2025-12-15,inbound,15,Orinda GMB,SPAM,Google listing scam - may be suspended warning
CAL019b23363dc17a3d86789fd18dc5d322,2025-12-15,inbound,18,Orinda GMB,INCOMPLETE,Very short call with only greetings
CAL019b239ddc1371439c4a3b92c03a41cd,2025-12-15,inbound,16,Pleasant Hill GMB,INCOMPLETE,Very short call with only greetings
CAL019b23c93fe37e6a8877e6cee99d311b,2025-12-15,inbound,16,Oakland ADU Builder & Room Addition,INCOMPLETE,Very short call with only greetings
CAL019b24081b56716ca3e1ee11dd99ccc1,2025-12-15,inbound,26,Orinda GMB,SPAM,Restaurant service center solicitation
CAL019b2415bae176688345b062ad2fef08,2025-12-15,inbound,99,ROLLE- Lead Center,OPERATIONS,Dragon calling about $10k check payment for Eli/Elon project at 27 Ichabod Orinda
CAL019b241ccd2b75c6b95421d608fee038,2025-12-15,inbound,173,ROLLE- Lead Center,OPERATIONS,Material payment to Concord Home Depot for order 349 - OSB/boards/leveling
CAL019b27fd62e677068c6eaa9e86786e3f,2025-12-16,inbound,53,Lafayette GMB,SPAM,Press 9 to opt out robocall
CAL019b280621ed79559f352cede0076b80,2025-12-16,inbound,32,Rhino Retaining Walls & Pavers Oakland,SPAM,Google listing scam - press 1 to speak to agent
CAL019b28136d1e71eea67c93a4b371faef,2025-12-16,inbound,32,Rhino Concrete Lafayette,SPAM,Google listing scam - press 1 to speak to agent
CAL019b289883877751aead707ee1d83c2a,2025-12-16,inbound,11,Rhino Drainage System Bay Area,SPAM,Google listing scam - authorized representative
CAL019b28cd7c6f7d2eae1c83164332c92c,2025-12-16,inbound,17,Orinda GMB,INCOMPLETE,Very short call with only greeting
CAL019b28d056197497b3e2fe7a015bfdaf,2025-12-16,inbound,22,Rhino Retaining Walls & Pavers Oakland,INCOMPLETE,Very short call with only greetings
CAL019b2d1c8b997c449642d48ee10f6137,2025-12-17,inbound,227,ROLLE- Lead Center,OPERATIONS,Material payment to Concord Home Depot for Lafayette job
CAL019b2d6ae8e1735f85aeee04800c1902,2025-12-17,inbound,19,ROLLE- Lead Center,INCOMPLETE,Very short call - only sorry
CAL019b2db02bd7732e975024bc5650a582,2025-12-17,inbound,43,ROLLE- Lead Center,OPERATIONS,Elon checking if Shai is back from vacation - told 22nd
CAL019b2df334a8731e8f566994132d2bdb,2025-12-17,inbound,30,Rhino Concrete Lafayette,INCOMPLETE,Very short call with only greeting
CAL019b2dfca1017dc29a4c1ba9592cf7c1,2025-12-17,inbound,59,Orinda GMB,SPAM,Small business lending line of credit pitch
CAL019b2e30c6467893bdf3486e72697a32,2025-12-17,inbound,61,Orinda GMB,SPAM,Caller asking for CEO Shai Zilber - told on vacation
CAL019b2e31d9487fd2b2367391eaaaf9a1,2025-12-17,inbound,20,Lafayette GMB,SPAM,Press 0 to handle - opt out robocall
CAL019b2e4680c37f498ca37c24fb02aeed,2025-12-17,inbound,19,Orinda GMB,INCOMPLETE,Very short call with only greeting
CAL019b2e540e3d78d2953b41fb9fa047e2,2025-12-17,inbound,24,Rhino Concrete Oakland,INCOMPLETE,Very short call with only greeting
CAL019b2ed5d9e87e95810bd12af3fb1302,2025-12-17,inbound,52,Lafayette GMB,SPAM,Wrong number - caller looking for Steve at SMP Construction
CAL019b329bb4dd708ea3591c78bc043560,2025-12-18,inbound,21,Rhino Concrete Oakland,SPAM,Google listing scam - press 9 to not display
CAL019b32eb26a5752194deb74def38b5d4,2025-12-18,inbound,21,Oakland ADU Builder & Room Addition,INCOMPLETE,Very short call with only greetings
CAL019b331aa07f77819999e95882453f6b,2025-12-18,inbound,17,Rhino Concrete Oakland,INCOMPLETE,Very short call with only greetings
CAL019b33dea07e7196a995bcc6f94c0f07,2025-12-18,inbound,20,ROLLE- Lead Center,INCOMPLETE,Very short call with only greeting
CAL019b33fe073775e1b92144fda66be8a7,2025-12-18,inbound,349,Orinda GMB,CUSTOMER,Foundation and retaining wall inquiry from T Caires in Pinole - scheduled Jan 6 site visit
CAL019b3769a85f7d5aad8cfd752bc7d6ab,2025-12-19,inbound,34,Rhino Concrete Oakland,SPAM,Google listing scam - press 9 to opt out
CAL019b3795cb1278e4ba72d935e54ae48d,2025-12-19,inbound,33,Pleasant Hill GMB,SPAM,United Eagle Group accounts receivable solicitation
CAL019b38308f21728a9e29b7dc67e0d6cf,2025-12-19,inbound,14,Oakland ADU Builder & Room Addition,INCOMPLETE,Very short call with only greeting
CAL019b38538d1679f19fde504e59462f1a,2025-12-19,inbound,15,Rhino Concrete Oakland,INCOMPLETE,Very short call with only greeting
CAL019b388c68317431917d3323b5f4bd19,2025-12-19,inbound,236,ROLLE- Lead Center,OPERATIONS,Material payment to Concord Home Depot for Lafayette VMAD job
CAL019b389c137f705f8cfb99506e416264,2025-12-19,inbound,16,Rhino Concrete Danville,SPAM,Google listing scam - verify GMB listing
CAL019b38c39a66788d88d711dbd0a22fff,2025-12-19,inbound,24,ROLLE- Lead Center,OPERATIONS,Internal call - Roli calling Sally via WhatsApp
CAL019b46ec215d78958d7a458affaa8ac9,2025-12-22,inbound,59,Rhino Concrete Oakland,SPAM,Automated scam - press 9 to opt out
CAL019b470e717f7b2d8b79aafc7626282c,2025-12-22,inbound,14,Rhino Bathroom & Kitchen Remodel Oakland,INCOMPLETE,Very short greeting only
CAL019b478c4b17725d9a560e30f05a6d2a,2025-12-22,inbound,250,Orinda GMB,CUSTOMER,Wine cellar water leak in Piedmont - scheduled appointment for inspection
CAL019b47bfb3fd787bacf1c9d3cc84aa52,2025-12-22,inbound,29,Orinda GMB,INCOMPLETE,Brief greeting only - no substantive content
CAL019b4808e03b7cc082d80cb9123460d4,2025-12-22,inbound,22,Orinda GMB,SPAM,Automated scam - press 9 to opt out
CAL019b4c6718807577a500bfd1607ad7e7,2025-12-23,inbound,10,Rhino Concrete Lafayette,INCOMPLETE,Very short greeting only
CAL019b4cbaad837d95b9d798cfa5eb6ad7,2025-12-23,inbound,18,Rhino Concrete Lafayette,INCOMPLETE,Hello only - no content
CAL019b4cc75e757beca7b168c8810ec8f3,2025-12-23,inbound,17,Rhino Concrete Oakland,INCOMPLETE,Very short greeting only
CAL019b4cd8d8ae7e72b42fedd90e648d7d,2025-12-23,inbound,16,Oakland ADU Builder & Room Addition,INCOMPLETE,Very short greeting only
CAL019b4cf6838f7cae967ab7e1b4600db4,2025-12-23,inbound,16,Home Remodelers Orinda,INCOMPLETE,Very short greeting only
CAL019b519ee362767c9869ebead6338626,2025-12-24,inbound,23,Pleasant Hill GMB,INCOMPLETE,Very short greeting only
CAL019b51e470157e1ab567e5e81f0cf490,2025-12-24,inbound,21,Orinda GMB,INCOMPLETE,Very short greeting only
CAL019b5b9dabfb7348957737e0f0905dd5,2025-12-26,inbound,14,Lafayette GMB,SPAM,Google listing scam call
CAL019b5ca413c37dc4980c4df4f99f153e,2025-12-26,inbound,69,Rhino Concrete Lafayette,CUSTOMER,Backyard concrete slab inquiry 500sqft in Orinda - left voicemail
CAL019b625ea9d17ecba0c14ef070b15f46,2025-12-27,inbound,49,Orinda GMB,SPAM,Small business lending scam - revolving line of credit
